flightno,from,to,departure,arrival,airline_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday
AR3328,3081,7260,04:30:00,08:40:00,5,0,0,0,0,1,0,0
AR3515,1639,12708,16:18:00,16:57:00,5,0,0,1,0,1,0,1
AR3690,9378,579,16:41:00,21:04:00,5,0,0,1,0,1,0,1
AR4164,5520,2137,19:03:00,06:22:00,5,0,1,1,0,0,0,1
AR4226,3397,5017,11:27:00,20:54:00,5,0,1,0,0,1,1,1
AR4451,10340,5169,01:26:00,13:08:00,5,0,1,1,0,1,0,1
AR4500,12584,9469,04:05:00,06:24:00,5,0,0,0,0,0,0,1
AR4501,11961,322,21:03:00,07:17:00,5,0,0,0,1,0,1,0
AR4575,2322,5515,22:34:00,16:18:00,5,1,1,1,1,0,0,0
AR4694,7599,10753,17:09:00,12:40:00,5,1,1,1,0,1,0,1
AR4872,7337,12172,03:19:00,05:09:00,5,0,0,0,1,1,0,0
AR5052,12299,7481,06:06:00,00:05:00,5,1,0,0,1,0,1,1
AR5089,7323,5563,00:30:00,19:05:00,5,0,0,1,0,1,1,1
AR5150,1002,8929,23:47:00,12:31:00,5,1,1,1,1,0,1,1
AR5305,11529,7123,11:21:00,03:12:00,5,0,1,0,1,1,1,1
AR5330,12126,5282,02:32:00,08:55:00,5,1,0,1,0,0,1,1
AR5729,8017,5560,23:53:00,05:41:00,5,0,1,1,1,1,1,0
AR5965,5547,9421,08:22:00,16:49:00,5,1,0,1,0,1,0,1
AR6135,7765,1091,00:14:00,10:34:00,5,1,1,0,0,0,1,0
AR6314,2141,3272,14:07:00,00:22:00,5,1,0,0,1,0,1,1
AR6368,9142,7706,16:22:00,20:27:00,5,1,1,1,0,1,0,0
AR6414,5203,10312,21:37:00,11:09:00,5,0,1,0,0,1,0,0
AR6493,11836,12083,08:16:00,20:30:00,5,0,0,0,0,0,1,1
AR6498,2986,10853,11:17:00,18:22:00,5,0,0,0,1,0,0,0
AR6507,7195,11423,16:14:00,02:45:00,5,1,1,0,0,0,0,0
AR6565,7983,8657,15:05:00,23:15:00,5,0,1,1,0,1,1,1
AR6860,3329,4311,05:30:00,14:53:00,5,0,0,1,0,1,0,1
AR6900,2895,13500,10:27:00,02:38:00,5,0,1,0,0,0,1,1
AR6955,4733,13282,18:11:00,00:35:00,5,0,1,1,0,0,1,0
AR7239,12696,5589,23:37:00,08:29:00,5,1,1,1,0,1,0,0
AR7493,1001,11077,12:05:00,21:43:00,5,1,1,0,1,0,1,1
AR7570,1877,1,10:30:00,23:17:00,5,0,0,1,0,1,0,1
AR7604,10710,11155,21:25:00,08:22:00,5,0,1,1,1,0,0,0
AR7673,1550,5950,07:35:00,23:05:00,5,1,0,1,0,1,0,0
AR7721,10810,97,03:08:00,08:17:00,5,1,0,0,0,0,0,1
AR7779,11967,3369,08:01:00,14:50:00,5,1,1,0,0,0,1,0
AR7799,8327,1876,06:06:00,16:20:00,5,1,1,1,1,0,1,0
AR7967,6744,793,06:20:00,19:53:00,5,0,0,0,1,0,0,1
AR8083,8126,253,01:31:00,16:10:00,5,1,0,1,0,1,0,1
AR8144,9352,11961,16:01:00,02:33:00,5,0,1,0,1,1,0,1
AR8167,6874,9974,03:30:00,20:09:00,5,0,1,1,0,0,1,1
AR8197,471,4097,17:45:00,21:19:00,5,0,0,1,0,1,1,1
AR8378,8270,9254,23:33:00,10:32:00,5,0,1,0,1,1,1,1
AR8408,10570,10545,22:29:00,07:39:00,5,0,0,1,1,1,0,1
AR8501,4513,1,22:15:00,12:08:00,5,0,1,0,1,1,1,0
AR8541,12098,4023,20:13:00,16:57:00,5,1,0,0,0,1,0,0
AR8589,11638,13278,00:56:00,06:02:00,5,0,1,1,0,0,0,1
AR8607,13289,2429,14:12:00,15:16:00,5,1,0,1,1,1,0,0
AR8734,8171,2217,13:16:00,05:47:00,5,0,1,1,1,1,1,1
AR8840,12250,4632,19:40:00,08:14:00,5,0,1,1,0,1,0,0
AR9052,6628,5039,08:22:00,18:46:00,5,0,0,0,1,1,0,0
AR9162,3303,2562,11:06:00,19:33:00,5,0,1,1,1,1,0,0
AR9187,10154,6219,14:32:00,22:31:00,5,1,1,0,0,1,0,1
AR9255,7879,2441,02:15:00,19:26:00,5,1,1,1,0,0,0,1
AR9377,671,9527,06:12:00,14:56:00,5,1,0,0,1,1,0,1
AR9453,6992,2471,18:07:00,20:47:00,5,1,0,0,1,0,1,1
AR9625,8579,2167,01:08:00,16:08:00,5,1,0,1,1,0,1,0
AR9628,5432,10661,01:14:00,07:24:00,5,1,0,0,0,0,0,1
AR9693,10810,2039,03:19:00,13:30:00,5,1,0,0,1,0,1,0
AR9808,103,1185,01:53:00,14:22:00,5,0,0,1,1,1,1,0
AR9872,10491,12835,17:34:00,03:51:00,5,0,0,0,1,0,0,1
AU1011,2864,3835,12:24:00,00:10:00,6,1,1,1,1,1,1,1
AU1087,11571,8883,22:16:00,03:41:00,6,1,0,0,0,0,1,1
AU1111,7250,11156,10:35:00,23:34:00,6,0,0,0,1,1,1,0
AU1151,10508,2194,21:34:00,16:57:00,6,1,1,1,0,0,0,0
AU1216,10677,2356,08:58:00,15:32:00,6,1,0,0,1,0,1,1
AU1250,8413,10220,14:56:00,10:38:00,6,1,0,0,0,1,0,1
AU1273,12027,1804,03:40:00,01:00:00,6,1,0,0,1,0,1,1
AU1312,7945,12347,11:24:00,20:59:00,6,1,0,1,0,0,0,1
AU1510,8114,7520,08:54:00,16:41:00,6,1,0,1,0,1,0,0
AU1513,1235,982,00:37:00,18:49:00,6,1,1,0,1,1,0,0
AU1570,7691,3158,01:37:00,18:11:00,6,1,0,1,1,1,1,0
AU1765,2588,5885,02:29:00,21:13:00,6,1,0,1,0,0,1,0
AU1805,3565,10390,00:04:00,03:04:00,6,0,1,1,1,0,1,1
AU1903,2180,2030,05:15:00,16:46:00,6,0,1,0,0,1,0,1
AU1967,8468,5493,07:37:00,04:18:00,6,0,1,1,1,1,0,0
AU1989,2971,3169,00:52:00,16:54:00,6,0,1,1,0,1,0,0
AU2018,4906,5958,05:38:00,22:23:00,6,1,1,0,0,1,0,0
AU2201,1927,8057,19:18:00,05:30:00,6,0,1,1,1,1,0,0
AU2449,9448,9783,02:15:00,12:25:00,6,1,1,1,1,0,0,1
AU2539,9769,135,13:10:00,14:40:00,6,0,0,0,1,0,0,0
AU2633,9644,9782,06:03:00,14:52:00,6,1,1,1,1,0,0,0
AU2719,8589,9858,09:14:00,10:38:00,6,1,1,0,1,0,0,0
AU2786,10949,7148,07:24:00,16:22:00,6,1,1,0,0,1,0,1
AU2817,2726,11833,23:42:00,01:58:00,6,0,0,0,1,0,0,0
AU2908,7126,7118,13:53:00,01:12:00,6,0,1,1,0,1,0,0
AU2940,6679,12177,15:05:00,03:58:00,6,1,1,1,0,1,1,1
AU3337,6391,2852,23:13:00,08:18:00,6,0,1,1,1,0,1,1
AU3342,6042,3827,20:06:00,22:57:00,6,1,1,0,0,0,0,0
AU3533,2766,11433,17:19:00,04:08:00,6,1,1,1,1,0,0,0
AU3542,10732,6470,09:13:00,17:54:00,6,1,1,0,0,1,0,1
AU3603,11629,3378,09:22:00,22:35:00,6,0,1,0,0,1,1,1
AU3794,10912,4779,20:29:00,22:46:00,6,1,0,0,1,0,0,0
AU3888,11434,279,15:46:00,04:02:00,6,0,1,0,0,1,0,0
AU4085,7648,1464,07:02:00,12:46:00,6,0,1,1,1,1,0,1
AU4376,11434,4749,23:21:00,11:36:00,6,1,1,0,1,1,0,0
AU4382,10464,6418,23:23:00,03:58:00,6,1,0,1,0,0,1,1
AU4385,8949,3729,23:18:00,13:21:00,6,1,0,0,0,1,0,0
AU4404,7455,12860,23:53:00,09:27:00,6,0,1,0,0,1,0,1
AU4409,7231,10151,08:09:00,11:00:00,6,1,1,1,0,0,0,1
AU4433,5910,825,01:08:00,15:28:00,6,1,1,1,0,0,0,1
AU4636,10324,9540,09:34:00,15:56:00,6,0,1,0,0,1,1,0
AU5013,13081,8930,04:13:00,14:47:00,6,0,1,1,0,0,1,0
AU5181,5944,7557,10:00:00,19:57:00,6,0,1,0,1,1,0,1
AU5356,4394,11604,21:44:00,02:21:00,6,0,0,0,1,1,0,0
AU5389,4346,5399,15:48:00,07:41:00,6,0,0,1,0,0,1,0
AU5410,204,6408,13:23:00,08:32:00,6,0,1,0,1,1,0,1
AU5438,5576,2887,13:03:00,02:48:00,6,0,1,1,1,0,0,0
AU5795,7058,5433,03:45:00,12:08:00,6,1,1,0,0,0,1,1
AU5991,4728,1148,14:18:00,23:49:00,6,0,1,0,0,0,0,0
AU6037,3900,10030,16:17:00,18:31:00,6,1,0,1,1,0,0,0
AU6385,470,7742,23:39:00,02:21:00,6,0,1,1,1,1,0,1
AU6393,13542,3578,00:18:00,11:35:00,6,0,0,0,0,0,1,1
AU6409,2408,2877,00:42:00,12:35:00,6,1,1,0,0,0,0,1
AU6438,1037,5090,22:05:00,09:08:00,6,1,0,1,0,1,1,0
AU6482,5129,10677,02:07:00,11:21:00,6,0,1,0,1,0,1,0
AU6768,6133,3824,13:57:00,05:42:00,6,0,0,0,0,1,1,1
AU6814,11829,130,17:30:00,12:06:00,6,0,0,1,1,1,1,1
AU6846,1794,5428,12:25:00,02:53:00,6,0,1,1,1,1,0,1
AU7110,3911,8630,16:17:00,06:30:00,6,1,0,0,0,1,1,1
AU7254,7448,13145,19:16:00,20:57:00,6,0,0,0,0,1,0,1
AU7445,8640,4468,02:46:00,08:37:00,6,1,1,1,1,0,0,0
AU7517,10784,4745,14:01:00,15:13:00,6,1,0,1,1,0,1,0
AU7523,8513,965,17:22:00,07:57:00,6,0,0,0,1,0,1,0
AU7532,5658,11674,20:37:00,15:10:00,6,0,1,1,1,1,1,1
AU7533,13424,9132,05:48:00,17:19:00,6,0,1,1,0,0,0,0
AU7928,2535,12227,06:20:00,07:39:00,6,1,0,1,0,0,0,0
AU7996,3097,8795,04:12:00,21:06:00,6,1,0,1,0,1,1,0
AU8065,4726,6554,00:02:00,08:46:00,6,0,0,1,1,1,0,1
AU8109,3901,13489,16:16:00,09:26:00,6,1,0,0,1,0,1,0
AU8154,9221,12390,04:15:00,13:43:00,6,0,0,0,1,0,1,0
AU8174,6714,3401,08:28:00,22:15:00,6,0,1,0,1,0,0,0
AU8514,552,10903,00:03:00,01:54:00,6,0,1,1,0,1,0,0
AU8731,11690,536,13:25:00,03:10:00,6,1,0,1,0,0,0,0
AU8732,10800,7691,22:05:00,06:20:00,6,0,1,0,0,1,1,0
AU8830,10455,13148,21:17:00,16:41:00,6,0,0,1,1,1,1,0
AU9056,2203,10233,03:32:00,14:28:00,6,0,1,1,1,1,1,0
AU9170,5609,5368,01:32:00,18:27:00,6,0,1,0,0,0,0,1
AU9197,10506,3742,18:18:00,19:16:00,6,1,1,1,0,0,1,1
AU9336,4615,4946,10:27:00,02:23:00,6,1,1,1,0,1,0,0
AU9358,7016,13171,06:12:00,08:24:00,6,1,0,1,1,1,1,1
AU9660,7902,3837,16:18:00,19:30:00,6,1,1,1,0,0,1,1
AU9821,5410,4750,05:11:00,16:31:00,6,1,0,0,0,0,0,0
AU9916,3965,3364,00:29:00,11:34:00,6,1,1,1,1,1,1,1
AU9917,8700,6164,07:33:00,13:52:00,6,0,1,1,0,1,1,0
AZ1009,6869,8580,10:13:00,11:12:00,7,1,1,0,1,1,1,1
AZ1134,2179,5939,20:39:00,12:31:00,7,0,1,1,1,0,0,1
AZ1260,10445,214,19:11:00,20:57:00,7,1,1,1,1,0,1,1
AZ1270,7312,361,15:11:00,08:39:00,7,0,1,1,1,0,1,0
AZ1323,13401,9420,12:19:00,14:41:00,7,1,0,0,1,1,0,1
AZ1358,5054,184,16:35:00,18:57:00,7,1,1,1,1,1,0,1
AZ1388,4022,9849,01:35:00,11:34:00,7,0,0,1,0,1,0,1
AZ1391,13199,12292,00:35:00,06:11:00,7,0,0,1,0,1,0,0
AZ1395,1772,8652,10:38:00,20:36:00,7,1,0,1,0,0,1,0
AZ1409,2083,13239,13:05:00,14:59:00,7,0,1,0,0,1,0,1
AZ1469,12734,7446,14:58:00,06:16:00,7,1,1,0,0,1,1,0
AZ1481,9131,10112,15:15:00,02:14:00,7,1,1,1,0,1,1,1
AZ1482,5370,8550,06:15:00,15:55:00,7,0,1,0,1,1,0,1
AZ1494,7443,10932,03:11:00,03:59:00,7,1,1,0,0,0,0,1
AZ1614,12723,3606,08:36:00,20:26:00,7,0,1,1,0,0,0,1
AZ1667,12661,5724,16:41:00,12:26:00,7,1,0,1,0,1,0,0
AZ1712,7427,4882,23:01:00,10:01:00,7,0,1,1,1,1,0,1
AZ1714,1362,8209,21:59:00,16:41:00,7,1,1,0,0,1,1,1
AZ1716,3210,5668,18:56:00,11:41:00,7,0,1,1,1,0,0,0
AZ1856,5462,11737,17:09:00,20:11:00,7,0,0,1,0,1,1,1
AZ1911,8937,4114,00:14:00,12:22:00,7,0,1,0,1,0,1,0
AZ1952,971,9565,09:23:00,12:41:00,7,1,0,1,1,1,0,1
AZ2093,4396,5732,22:15:00,22:57:00,7,1,1,0,1,0,0,1
AZ2282,649,10850,01:28:00,11:50:00,7,0,0,0,0,1,0,0
AZ2494,8645,857,13:07:00,00:19:00,7,0,1,1,0,1,1,0
AZ2591,11435,249,23:24:00,14:34:00,7,1,0,1,1,0,1,0
AZ2625,9479,9708,20:02:00,21:15:00,7,0,1,1,0,1,0,1
AZ2852,5896,7276,06:33:00,08:09:00,7,1,0,1,1,0,1,0
AZ2937,2747,11204,00:30:00,10:38:00,7,1,0,0,0,1,0,1
AZ2941,395,6072,09:08:00,18:25:00,7,1,0,1,0,1,0,1
AZ3006,11796,3835,14:02:00,02:42:00,7,0,0,1,0,1,0,0
AZ3221,13346,3915,23:15:00,00:20:00,7,0,1,0,0,1,1,1
AZ3258,2488,5542,01:56:00,07:54:00,7,0,0,1,1,0,0,0
AZ3419,10066,8645,19:07:00,03:58:00,7,1,0,0,1,0,1,0
AZ3453,159,12469,22:56:00,04:38:00,7,1,1,0,0,0,0,1
AZ4095,1667,2889,10:17:00,17:40:00,7,1,1,1,1,1,0,1
AZ4160,1223,15,22:04:00,09:27:00,7,0,0,0,0,1,0,0
AZ4238,5924,4853,02:24:00,17:56:00,7,0,1,1,0,0,1,1
AZ4298,1945,11387,02:26:00,05:06:00,7,1,0,1,0,0,0,1
AZ4338,8004,1874,11:18:00,22:11:00,7,0,0,1,0,1,0,0
AZ4466,11803,12553,13:39:00,01:19:00,7,1,0,0,1,0,0,1
AZ4490,3033,3948,15:28:00,03:08:00,7,0,0,0,0,1,1,0
AZ4893,8033,13583,17:39:00,02:59:00,7,1,1,1,0,0,1,1
AZ4899,9548,5030,07:09:00,01:20:00,7,0,0,1,1,1,0,1
AZ4913,1193,7212,10:03:00,23:14:00,7,0,1,1,1,0,1,1
AZ4978,7978,11736,01:01:00,01:20:00,7,0,0,0,0,1,0,1
AZ5041,2215,10155,14:25:00,01:32:00,7,0,0,0,1,0,0,0
AZ5228,11373,2460,11:38:00,15:43:00,7,0,1,0,1,1,0,0
AZ5330,6713,6781,09:22:00,20:56:00,7,1,0,0,0,0,1,0
AZ5407,5903,4424,23:25:00,02:48:00,7,1,1,1,1,0,0,0
AZ5851,12583,364,17:33:00,20:07:00,7,0,0,0,0,1,1,0
AZ6081,4487,5203,02:10:00,13:10:00,7,0,1,0,0,0,1,1
AZ6198,6159,4718,14:29:00,15:59:00,7,1,0,1,1,1,1,0
AZ6373,11027,13039,12:41:00,09:23:00,7,0,1,0,0,0,1,0
AZ6490,12269,4839,23:15:00,11:33:00,7,0,1,0,0,1,1,1
AZ6570,992,9474,02:52:00,16:17:00,7,1,1,1,1,0,1,0
AZ6611,8173,6040,03:55:00,14:28:00,7,1,1,1,1,0,1,0
AZ6696,1645,665,07:49:00,11:38:00,7,0,1,0,1,0,0,0
AZ6819,12924,6659,00:15:00,12:15:00,7,1,0,0,1,0,1,0
AZ6946,10836,12372,06:02:00,07:00:00,7,0,1,0,0,1,1,1
AZ6997,3980,7534,03:30:00,12:52:00,7,0,1,0,1,0,1,1
AZ7026,9986,5811,08:10:00,20:59:00,7,1,1,0,1,0,1,0
AZ7502,6939,10669,04:07:00,12:50:00,7,0,1,1,1,1,0,0
AZ7585,6876,12067,18:17:00,07:24:00,7,0,0,1,1,1,0,1
AZ7648,10137,4769,06:38:00,17:16:00,7,0,0,0,1,0,0,1
AZ7862,2213,9287,10:03:00,06:09:00,7,1,0,1,0,0,1,0
AZ8000,12218,9917,21:17:00,06:17:00,7,0,1,1,0,1,1,1
AZ8240,7083,8409,01:36:00,22:53:00,7,1,1,1,0,0,0,1
AZ8292,5732,9171,02:56:00,06:43:00,7,0,0,1,0,1,1,1
AZ8700,3299,11800,00:28:00,20:06:00,7,1,0,0,0,0,1,1
AZ8820,4239,4813,22:49:00,06:38:00,7,0,1,0,1,1,1,1
AZ9093,10142,13062,05:25:00,13:12:00,7,0,1,0,1,1,0,0
AZ9204,2665,11711,07:47:00,18:49:00,7,0,0,0,0,1,0,0
AZ9480,4542,4134,12:06:00,23:05:00,7,1,0,0,1,1,1,0
AZ9528,9695,7794,17:15:00,12:55:00,7,0,1,0,0,1,1,0
AZ9607,3877,6961,21:42:00,03:38:00,7,1,1,1,0,0,1,0
AZ9810,12047,7791,00:32:00,02:53:00,7,0,0,1,1,1,0,1
BA1018,10009,4697,17:43:00,08:46:00,8,0,0,1,1,0,0,0
BA1027,6323,12812,17:47:00,01:50:00,8,0,1,0,0,1,0,0
BA1075,9687,600,13:22:00,19:22:00,8,1,1,1,1,0,0,1
BA1153,1695,9182,00:40:00,07:50:00,8,1,0,0,0,1,1,1
BA1229,13527,1059,04:29:00,13:37:00,8,1,0,0,0,1,1,0
BA1240,815,6220,00:40:00,12:55:00,8,1,1,1,1,0,1,0
BA1290,1692,2175,18:11:00,12:43:00,8,1,1,0,0,1,0,1
BA1296,11530,10284,11:10:00,23:51:00,8,1,0,1,0,1,1,0
BA1306,5131,12302,11:55:00,22:19:00,8,0,0,1,1,0,0,1
BA1334,5738,219,19:17:00,08:21:00,8,0,0,0,0,0,1,1
BA1357,10055,9639,20:43:00,07:16:00,8,1,0,1,1,1,1,1
BA1441,5636,11435,03:15:00,22:16:00,8,0,0,0,0,1,0,1
BA1554,8888,4711,20:52:00,07:26:00,8,1,1,1,1,0,0,1
BA1592,9300,4842,22:08:00,22:58:00,8,0,0,0,1,0,1,1
BA1656,10619,10156,12:22:00,23:25:00,8,1,1,0,0,0,1,0
BA1831,7895,10338,04:21:00,16:30:00,8,0,1,1,0,1,0,0
BA1876,2314,5304,07:23:00,22:13:00,8,0,1,1,1,0,0,1
BA1880,8457,3937,13:04:00,22:35:00,8,1,1,0,0,1,0,1
BA1906,7146,4242,07:52:00,09:21:00,8,0,1,1,1,0,0,1
BA1907,241,10732,23:46:00,11:12:00,8,0,0,1,0,1,0,0
BA1954,8020,871,14:25:00,02:23:00,8,1,0,1,0,1,1,1
BA2012,4133,11845,01:37:00,13:45:00,8,0,1,0,0,0,0,0
BA2114,3097,3628,07:04:00,23:13:00,8,0,0,1,1,1,1,1
BA2151,7359,6394,20:57:00,11:50:00,8,1,1,1,1,1,0,0
BA2239,12068,3211,00:29:00,05:12:00,8,0,0,0,1,0,0,1
BA2678,7448,3287,18:27:00,03:47:00,8,0,1,0,0,0,1,1
BA2689,13134,7288,13:18:00,02:29:00,8,1,0,1,1,0,0,1
BA2736,10620,5890,00:43:00,20:58:00,8,0,0,0,1,0,0,1
BA2752,1088,8281,23:29:00,03:44:00,8,1,1,1,1,1,1,1
BA2823,12025,7013,03:27:00,18:25:00,8,1,0,0,1,1,1,0
BA2869,5123,12219,02:22:00,13:34:00,8,0,0,0,1,1,1,1
BA3006,2168,1424,01:22:00,16:22:00,8,0,1,0,0,0,0,1
BA3041,10962,5664,19:33:00,21:45:00,8,1,1,1,0,0,0,1
BA3076,9453,6618,05:58:00,09:04:00,8,1,1,0,1,1,1,1
BA3079,3164,1150,00:13:00,19:01:00,8,1,1,1,0,0,1,1
BA3242,1590,3108,04:09:00,01:39:00,8,0,1,0,1,0,1,1
BA3419,1986,5117,14:39:00,04:35:00,8,1,1,0,0,0,1,1
BA3515,7459,3279,05:40:00,17:27:00,8,1,0,1,0,1,0,1
BA3584,2948,5697,07:13:00,04:18:00,8,0,1,1,1,0,1,0
BA3591,4557,3378,22:06:00,11:29:00,8,1,1,0,0,0,0,1
BA3786,9383,5166,17:27:00,02:34:00,8,0,0,0,1,1,1,0
BA3846,11614,8549,00:29:00,06:22:00,8,1,0,1,0,1,1,1
BA3991,12392,11372,15:15:00,01:34:00,8,1,1,0,1,1,1,1
BA4024,939,590,15:08:00,06:06:00,8,1,0,1,0,0,0,1
BA4101,7554,5306,10:54:00,20:08:00,8,0,1,1,0,1,1,0
BA4118,6076,4854,20:32:00,23:09:00,8,1,1,1,1,1,0,1
BA4139,5794,4391,11:48:00,06:31:00,8,0,1,0,0,0,0,1
BA4153,12384,13318,11:42:00,12:10:00,8,1,1,0,1,1,1,1
BA4326,2532,9516,11:41:00,00:28:00,8,0,0,0,0,0,1,1
BA4491,1532,1749,07:18:00,09:16:00,8,0,0,0,0,0,1,0
BA4525,3763,10020,07:18:00,20:28:00,8,1,1,0,1,1,1,0
BA4600,7441,528,08:05:00,20:38:00,8,0,0,1,1,0,1,1
BA4624,6144,6983,00:11:00,20:57:00,8,1,0,1,1,1,0,0
BA4654,6833,9797,09:23:00,16:25:00,8,1,0,1,1,1,1,1
BA4812,10311,2293,03:04:00,16:21:00,8,0,1,1,0,1,1,1
BA5047,11461,3303,22:58:00,07:37:00,8,1,1,1,1,1,1,1
BA5176,7461,12582,11:18:00,22:07:00,8,0,0,1,1,0,0,0
BA5265,13484,12562,01:12:00,10:37:00,8,0,1,1,1,1,0,0
BA5436,4683,12030,18:11:00,07:32:00,8,0,1,1,0,1,0,1
BA5485,12113,5663,04:34:00,17:01:00,8,0,0,0,1,0,0,1
BA5489,10123,8073,11:25:00,17:34:00,8,1,0,0,0,0,0,0
BA5491,11025,1640,02:37:00,12:12:00,8,0,0,1,0,0,1,0
BA5527,5605,10461,04:27:00,13:41:00,8,0,0,1,1,0,0,0
BA5674,3835,6710,17:44:00,21:37:00,8,1,0,0,1,0,0,0
BA5867,8009,13040,04:01:00,07:07:00,8,1,1,1,0,1,0,1
BA5880,11010,9302,16:33:00,18:28:00,8,1,1,0,1,1,0,0
BA6149,5352,12311,20:31:00,10:02:00,8,0,0,1,0,0,0,0
BA6163,10507,704,08:17:00,17:20:00,8,1,0,0,0,0,0,1
BA6328,11355,5120,14:10:00,18:59:00,8,0,1,1,0,1,1,0
BA6355,5830,5252,20:19:00,07:00:00,8,0,0,1,0,1,0,0
BA6400,8475,12021,17:01:00,12:19:00,8,1,1,0,1,0,0,1
BA6466,1805,8838,00:10:00,16:54:00,8,0,0,0,1,0,0,0
BA6501,2018,4806,19:13:00,22:51:00,8,0,0,0,1,0,0,1
BA6650,8688,5952,00:14:00,02:23:00,8,0,1,1,1,1,0,0
BA6782,1451,6829,13:20:00,02:45:00,8,0,1,0,0,0,1,0
BA7042,10013,803,06:06:00,02:30:00,8,1,1,1,0,0,1,0
BA7067,4946,4881,16:28:00,06:30:00,8,0,1,1,0,0,0,0
BA7128,1536,10519,14:23:00,04:52:00,8,1,1,1,0,0,0,1
BA7254,3047,5976,09:37:00,22:05:00,8,1,0,0,1,1,0,0
BA7473,4018,12959,05:27:00,01:18:00,8,1,0,0,1,0,0,1
BA7571,5846,621,15:06:00,09:52:00,8,1,1,0,0,1,0,0
BA7844,12086,8163,13:34:00,21:34:00,8,1,1,0,1,1,1,0
BA7903,659,4276,22:52:00,10:25:00,8,0,1,0,0,0,1,1
BA8556,9083,10023,06:52:00,01:11:00,8,0,1,0,1,0,0,0
BA8686,9063,6651,23:26:00,14:21:00,8,0,1,0,1,0,1,0
BA8702,9517,7111,07:06:00,23:40:00,8,1,0,0,1,1,0,1
BA8811,5033,12642,22:39:00,06:04:00,8,0,1,1,1,0,1,1
BA8844,6462,3015,17:16:00,22:15:00,8,1,0,1,0,1,0,0
BA8877,10178,10302,14:16:00,02:31:00,8,1,1,1,1,0,0,0
BA8922,12504,13463,05:26:00,16:43:00,8,1,0,0,1,1,1,1
BA9164,8718,1170,03:22:00,13:19:00,8,0,1,0,0,0,0,0
BA9240,10578,9721,22:16:00,09:47:00,8,1,0,0,0,1,1,1
BA9261,9541,8341,18:29:00,14:56:00,8,1,0,0,1,1,0,1
BA9283,6899,6551,17:14:00,07:11:00,8,1,1,0,1,1,0,1
BA9287,10457,11799,01:32:00,07:43:00,8,1,0,0,1,0,0,1
BA9327,7287,2763,00:38:00,17:04:00,8,1,0,0,0,1,1,1
BA9366,7321,9321,07:29:00,20:50:00,8,0,1,1,0,0,1,1
BA9416,10510,8114,19:30:00,22:12:00,8,0,1,1,0,1,0,0
BA9434,6953,1949,01:04:00,07:55:00,8,0,0,1,0,1,0,0
BA9556,7809,12215,21:02:00,22:06:00,8,0,0,1,0,1,1,1
BA9633,4391,3858,03:27:00,01:17:00,8,0,1,0,1,1,1,0
BA9646,4708,9744,10:30:00,07:50:00,8,1,1,0,0,0,1,0
BA9784,5584,2521,05:31:00,06:35:00,8,0,1,0,1,1,0,0
BA9814,12336,1331,23:22:00,05:25:00,8,1,1,0,0,1,1,0
BA9877,7868,1161,01:11:00,17:56:00,8,1,0,1,1,1,1,0
BE1164,12017,8408,10:36:00,22:46:00,9,0,0,0,0,1,1,1
BE1173,6283,1935,04:15:00,15:23:00,9,1,1,0,0,1,1,0
BE1190,7201,13225,16:46:00,08:18:00,9,1,0,1,1,1,1,1
BE1205,2853,7516,19:09:00,08:53:00,9,0,1,0,1,1,1,0
BE1212,4827,9829,22:36:00,07:59:00,9,0,1,1,1,1,1,1
BE1353,13427,8430,02:11:00,19:21:00,9,1,1,0,0,0,0,1
BE1381,13451,13190,20:06:00,11:30:00,9,1,1,0,0,1,0,0
BE1522,1966,8324,05:04:00,07:37:00,9,0,1,0,1,1,0,1
BE1595,5111,102,19:29:00,09:18:00,9,1,1,1,0,0,1,0
BE1652,4215,1322,16:23:00,02:17:00,9,0,0,1,0,1,1,0
BE1656,10995,7261,13:28:00,04:30:00,9,0,1,1,0,1,1,0
BE1667,4371,6292,03:38:00,18:44:00,9,0,1,1,1,0,0,0
BE1705,366,103,21:39:00,08:38:00,9,1,1,0,0,1,1,1
BE1748,8025,748,22:32:00,06:44:00,9,1,0,0,1,1,0,0
BE1757,981,4160,02:36:00,09:53:00,9,0,1,0,0,0,1,0
BE1814,381,2454,01:29:00,10:22:00,9,1,1,0,0,1,0,1
BE1841,10562,10482,02:09:00,12:01:00,9,1,0,1,0,1,1,1
BE1928,6645,11741,07:21:00,16:28:00,9,1,0,0,1,1,0,0
BE2160,5210,6476,12:10:00,16:47:00,9,1,0,0,1,1,1,0
BE2250,7909,7549,11:04:00,23:48:00,9,0,1,1,0,0,0,0
BE2355,10737,6679,18:21:00,05:27:00,9,1,1,0,1,0,1,0
BE2438,2129,1638,03:08:00,14:20:00,9,0,1,1,0,0,0,0
BE2524,6479,6378,01:02:00,17:31:00,9,1,1,0,1,0,0,1
BE2534,9801,13070,12:07:00,17:01:00,9,0,1,1,0,1,1,1
BE2571,2759,928,08:32:00,19:27:00,9,0,0,1,0,0,1,0
BE2624,806,9724,07:03:00,04:08:00,9,1,1,1,0,0,1,1
BE2787,11191,1770,19:40:00,08:22:00,9,0,1,1,0,0,1,0
BE2861,13421,1049,01:12:00,22:14:00,9,0,0,1,0,0,0,1
BE2875,10228,4506,03:18:00,23:06:00,9,1,0,0,1,0,1,0
BE2911,8070,8363,19:06:00,23:21:00,9,1,1,1,1,0,0,1
